Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
TURQUOISE,"3,500,000","2,497.25","1,402",Jun-25,COVE DRIVE,Resale,Strata,232,"15,086",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
THE GARDEN RESIDENCES,"1,335,000",688.9,"1,938",Jun-25,SERANGOON NORTH VIEW,Resale,Strata,64,"20,859",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
URBAN VISTA,"765,000",505.91,"1,512",Jun-25,TANAH MERAH KECHIL LINK,Resale,Strata,47,"16,277",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"828,000",462.85,"1,789",Jun-25,LORONG HOW SUN,Resale,Strata,43,"19,256",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE FORD @ HOLLAND,"1,100,000",505.91,"2,174",Jun-25,FORD AVENUE,Resale,Strata,47,"23,404",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HUME PARK I,"1,550,000",904.18,"1,714",Jun-25,HUME AVENUE,Resale,Strata,84,"18,452",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE MADEIRA,"1,500,000","1,302.44","1,152",Jun-25,BUKIT BATOK STREET 31,Resale,Strata,121,"12,397",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
LAKEVILLE,"2,428,000","1,270.15","1,912",Jun-25,JURONG LAKE LINK,Resale,Strata,118,"20,576",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
PEOPLE'S PARK COMPLEX,"1,400,000","1,119.46","1,251",Jun-25,PARK ROAD,Resale,Strata,104,"13,462",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,21 to 25
PEOPLE'S PARK COMPLEX,"1,450,000","1,119.46","1,295",Jun-25,PARK ROAD,Resale,Strata,104,"13,942",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,21 to 25
PEOPLE'S PARK COMPLEX,"1,380,000","1,119.46","1,233",Jun-25,PARK ROAD,Resale,Strata,104,"13,269",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,26 to 30
KENSINGTON SQUARE,"1,005,000",613.55,"1,638",Jun-25,JALAN LOKAM,Resale,Strata,57,"17,632",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
EUHABITAT,"1,219,888",818.06,"1,491",Jun-25,JALAN EUNOS,Resale,Strata,76,"16,051",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
CUBIK,"3,000,000","2,034.4","1,475",Jun-25,LORONG K TELOK KURAU,Resale,Strata,189,"15,873",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CENTRO RESIDENCES,"1,650,000",871.88,"1,892",Jun-25,ANG MO KIO AVENUE 8,Resale,Strata,81,"20,370",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,26 to 30
SKY VUE,"1,500,000",678.13,"2,212",Jun-25,BISHAN STREET 15,Resale,Strata,63,"23,810",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,26 to 30
ONE SHENTON,"1,650,000",904.18,"1,825",Jun-25,SHENTON WAY,Resale,Strata,84,"19,643",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
WESTCOVE CONDOMINIUM,"1,320,000","1,119.46","1,179",Jun-25,WEST COAST CRESCENT,Resale,Strata,104,"12,692",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,01 to 05
THE ANCHORAGE,"2,360,000","1,162.51","2,030",Jun-25,ALEXANDRA ROAD,Resale,Strata,108,"21,852",-,Condominium,1,Freehold,03,Rest of Central Region,06 to 10
EVERGREEN PARK,"1,190,000","1,087.16","1,095",Jun-25,HOUGANG AVENUE 7,Resale,Strata,101,"11,782",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,910,000","1,033.34","1,848",Jun-25,TAMPINES LANE,Resale,Strata,96,"19,896",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
EAST VIEW,"2,700,000","1,302.44","2,073",Jun-25,BROOKE ROAD,Resale,Strata,121,"22,314",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
MODENA,"1,725,000","1,410.08","1,223",Jun-25,SIMEI STREET 4,Resale,Strata,131,"13,168",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
THE GLYNDEBOURNE,"3,750,000","1,926.76","1,946",Jun-25,TREVOSE CRESCENT,Resale,Strata,179,"20,950",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THOMSON THREE,"2,530,000","1,140.98","2,217",Jun-25,BRIGHT HILL DRIVE,Resale,Strata,106,"23,868",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
RIVERFRONT RESIDENCES,"2,500,000","1,410.08","1,773",Jun-25,HOUGANG AVENUE 7,Resale,Strata,131,"19,084",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,450,000","1,248.62","1,161",Jun-25,ELIAS ROAD,Resale,Strata,116,"12,500",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
OASIS @ ELIAS,"1,495,000","1,280.92","1,167",Jun-25,ELIAS ROAD,Resale,Strata,119,"12,563",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE TAPESTRY,"1,200,000",699.66,"1,715",Jun-25,TAMPINES STREET 86,Resale,Strata,65,"18,462",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE VISION,"1,470,000",904.18,"1,626",Jun-25,WEST COAST CRESCENT,Resale,Strata,84,"17,500",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,16 to 20
SCULPTURA ARDMORE,"20,000,000","3,326.08","6,013",Jun-25,ARDMORE PARK,Resale,Strata,309,"64,725",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
MIDWOOD,"860,000",484.38,"1,775",Jun-25,HILLVIEW RISE,Resale,Strata,45,"19,111",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
SEASIDE RESIDENCES,"3,180,000","1,205.57","2,638",Jun-25,SIGLAP LINK,Resale,Strata,112,"28,393",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,21 to 25
THE RED HOUSE,"785,000",473.62,"1,657",Jun-25,EAST COAST ROAD,Resale,Strata,44,"17,841",-,Apartment,1,99 yrs lease commencing from 2012,15,Rest of Central Region,01 to 05
ONE-NORTH RESIDENCES,"920,000",592.02,"1,554",Jun-25,ONE-NORTH GATEWAY,Resale,Strata,55,"16,727",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
PARC ESTA,"1,900,000",839.59,"2,263",Jun-25,SIMS AVENUE,Resale,Strata,78,"24,359",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
MIDTOWN RESIDENCES,"1,100,000",688.9,"1,597",Jun-25,UPPER SERANGOON ROAD,Resale,Strata,64,"17,188",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
JADESCAPE,"1,710,000",764.24,"2,238",Jun-25,SHUNFU ROAD,Resale,Strata,71,"24,085",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
SUNHAVEN,"2,085,000","1,819.12","1,146",Jun-25,UPPER CHANGI ROAD EAST,Resale,Strata,169,"12,337",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE SIERRA,"2,215,000","1,205.57","1,837",Jun-25,MOUNT SINAI DRIVE,Resale,Strata,112,"19,777",-,Apartment,1,947 yrs lease commencing from 1937,10,Core Central Region,06 to 10
JEWEL @ BUANGKOK,"1,590,000",871.88,"1,824",Jun-25,COMPASSVALE BOW,Resale,Strata,81,"19,630",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
SIMS URBAN OASIS,"1,820,000",958,"1,900",Jun-25,SIMS DRIVE,Resale,Strata,89,"20,449",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,690,000",731.95,"2,309",Jun-25,SILAT AVENUE,Resale,Strata,68,"24,853",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
RIVERTREES RESIDENCES,"1,050,000",699.66,"1,501",Jun-25,FERNVALE CLOSE,Resale,Strata,65,"16,154",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
3@SANDILANDS,"1,912,288","1,840.64","1,039",Jun-25,SANDILANDS ROAD,Resale,Strata,171,"11,183",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
THE HILLSIDE,"3,030,000","1,776.06","1,706",Jun-25,UPPER BUKIT TIMAH ROAD,Resale,Strata,165,"18,364",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
QUEENS PEAK,"968,000",441.32,"2,193",Jun-25,DUNDEE ROAD,Resale,Strata,41,"23,610",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
SIMS URBAN OASIS,"1,175,000",624.31,"1,882",Jun-25,SIMS DRIVE,Resale,Strata,58,"20,259",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"1,248,000","1,194.8","1,045",Jun-25,YISHUN STREET 81,Resale,Strata,111,"11,243",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
THE LAURELS,"2,920,000","1,001.05","2,917",Jun-25,CAIRNHILL ROAD,Resale,Strata,93,"31,398",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
TIERRA VUE,"2,905,888","1,259.39","2,307",Jun-25,ST. PATRICK'S ROAD,Resale,Strata,117,"24,837",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
PARC CLEMATIS,"3,350,000","1,463.9","2,288",Jun-25,JALAN LEMPENG,Resale,Strata,136,"24,632",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
TAIPAN REGENCY,"1,800,000","1,194.8","1,507",Jun-25,HAIG ROAD,Resale,Strata,111,"16,216",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SMART SUITES,"750,000",484.38,"1,548",Jun-25,SIMS AVENUE,Resale,Strata,45,"16,667",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE PALETTE,"1,750,000","1,151.75","1,519",Jun-25,PASIR RIS GROVE,Resale,Strata,107,"16,355",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,438,000","1,065.64","1,349",Jun-25,SENGKANG EAST AVENUE,Resale,Strata,99,"14,525",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"1,500,000",947.23,"1,584",Jun-25,JALAN MEMBINA,Resale,Strata,88,"17,045",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
FLO RESIDENCE,"1,500,000","1,011.82","1,482",Jun-25,PUNGGOL FIELD WALK,Resale,Strata,94,"15,957",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
REGENCY PARK,"5,000,000","2,249.68","2,223",Jun-25,NATHAN ROAD,Resale,Strata,209,"23,923",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE GARDEN RESIDENCES,"1,185,000",613.55,"1,931",Jun-25,SERANGOON NORTH VIEW,Resale,Strata,57,"20,789",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
1919,"2,200,000",861.12,"2,555",Jun-25,SOPHIA ROAD,Resale,Strata,80,"27,500",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,800,000","1,474.67","1,221",Jun-25,SIMEI RISE,Resale,Strata,137,"13,139",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
DERBYSHIRE HEIGHTS,"2,280,000","1,291.68","1,765",Jun-25,DERBYSHIRE ROAD,Resale,Strata,120,"19,000",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
AMBER 45,"3,352,500","1,270.15","2,639",Jun-25,AMBER ROAD,Resale,Strata,118,"28,411",-,Apartment,1,Freehold,15,Rest of Central Region,21 to 25
CRESCENDO PARK,"2,310,000","1,442.38","1,602",Jun-25,JALAN TUA KONG,Resale,Strata,134,"17,239",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SOLEIL @ SINARAN,"2,620,000","1,442.38","1,816",Jun-25,SINARAN DRIVE,Resale,Strata,134,"19,552",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
PARC SOPHIA,"1,338,000",731.95,"1,828",Jun-25,ADIS ROAD,Resale,Strata,68,"19,676",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PARC ESTA,"1,730,000",742.72,"2,329",Jun-25,SIMS AVENUE,Resale,Strata,69,"25,072",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
PARC KOMO,"800,000",473.62,"1,689",Jun-25,UPPER CHANGI ROAD NORTH,Resale,Strata,44,"18,182",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
STARS OF KOVAN,"835,000",505.91,"1,650",Jun-25,UPPER SERANGOON ROAD,Resale,Strata,47,"17,766",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,070,000",785.77,"1,362",Jun-25,YISHUN CLOSE,Resale,Strata,73,"14,658",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
WARNER COURT,"4,880,000","4,176.43","1,168",Jun-25,HOLLAND AVENUE,Resale,Strata,388,"12,577",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
QUEENS,"2,158,888","1,194.8","1,807",Jun-25,STIRLING ROAD,Resale,Strata,111,"19,449",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"2,740,000","1,711.48","1,601",Jun-25,OCEAN DRIVE,Resale,Strata,159,"17,233",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
MERAPRIME,"2,288,888","1,097.93","2,085",Jun-25,JALAN BUKIT HO SWEE,Resale,Strata,102,"22,440",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,21 to 25
GILSTEAD COURT,"2,998,000","1,463.9","2,048",Jun-25,GILSTEAD ROAD,Resale,Strata,136,"22,044",-,Condominium,1,Freehold,11,Core Central Region,-
TANGLIN PARK,"3,800,000","1,506.96","2,522",Jun-25,RIDLEY PARK,Resale,Strata,140,"27,143",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"930,000",958,971,Jun-25,YISHUN STREET 81,Resale,Strata,89,"10,449",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
COSTA RHU,"3,330,000","2,055.92","1,620",Jun-25,RHU CROSS,Resale,Strata,191,"17,435",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
AXIS @ SIGLAP,"2,280,000","1,786.82","1,276",Jun-25,EAST COAST TERRACE,Resale,Strata,166,"13,735",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EUPHONY GARDENS,"1,050,000","1,044.11","1,006",Jun-25,JALAN MATA AYER,Resale,Strata,97,"10,825",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
KOVAN RESIDENCES,"3,200,000","1,765.3","1,813",Jun-25,KOVAN ROAD,Resale,Strata,164,"19,512",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
REZI 24,"868,000",495.14,"1,753",Jun-25,LORONG 24 GEYLANG,Resale,Strata,46,"18,870",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,380,800","1,377.79","1,728",Jun-25,KEPPEL BAY VIEW,Resale,Strata,128,"18,600",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,26 to 30
448@EAST COAST,"778,000",441.32,"1,763",Jun-25,EAST COAST ROAD,Resale,Strata,41,"18,976",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,840,000","1,130.22","1,628",Jun-25,HINDHEDE WALK,Resale,Strata,105,"17,524",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
FLO RESIDENCE,"1,092,500",785.77,"1,390",Jun-25,PUNGGOL FIELD WALK,Resale,Strata,73,"14,966",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE LAKESHORE,"1,630,000","1,108.69","1,470",Jun-25,JURONG WEST STREET 41,Resale,Strata,103,"15,825",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,01 to 05
A TREASURE TROVE,"1,925,000","1,205.57","1,597",Jun-25,PUNGGOL WALK,Resale,Strata,112,"17,188",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
HORIZON TOWERS,"3,600,000","2,583.36","1,394",Jun-25,LEONIE HILL ROAD,Resale,Strata,240,"15,000",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,11 to 15
AFFINITY AT SERANGOON,"2,018,000","1,076.4","1,875",Jun-25,SERANGOON NORTH AVENUE 1,Resale,Strata,100,"20,180",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
UPTOWN @ FARRER,"1,125,000",538.2,"2,090",Jun-25,PERUMAL ROAD,Resale,Strata,50,"22,500",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,100,000","1,270.15","1,653",Jun-25,KEPPEL BAY VIEW,Resale,Strata,118,"17,797",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
BEDOK COURT,"1,588,000","1,733",916,Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,161,"9,863",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
BARTLEY RESIDENCES,"1,450,000",796.54,"1,820",Jun-25,LORONG HOW SUN,Resale,Strata,74,"19,595",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE HELICONIA,"1,536,000","1,302.44","1,179",Jun-25,JALAN DAUD,Resale,Strata,121,"12,694",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
THE ROCHESTER RESIDENCES,"2,150,000","1,205.57","1,783",Jun-25,ROCHESTER DRIVE,Resale,Strata,112,"19,196",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,21 to 25
ASTORIA PARK,"1,268,888",958,"1,325",Jun-25,LORONG MYDIN,Resale,Strata,89,"14,257",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"1,860,000","1,065.64","1,745",Jun-25,LAKESIDE DRIVE,Resale,Strata,99,"18,788",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15
CHATEAU LE FAME,"2,400,000","1,119.46","2,144",Jun-25,EWE BOON ROAD,Resale,Strata,104,"23,077",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PRESTO@UPPER SERANGOON,"725,000",419.8,"1,727",Jun-25,UPPER SERANGOON ROAD,Resale,Strata,39,"18,590",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,628,000",645.84,"2,521",Jun-25,FOURTH AVENUE,Resale,Strata,60,"27,133",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
JADESCAPE,"1,453,000",645.84,"2,250",Jun-25,SHUNFU ROAD,Resale,Strata,60,"24,217",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
HILLSTA,"1,525,000","1,087.16","1,403",Jun-25,PHOENIX ROAD,Resale,Strata,101,"15,099",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
THE METROPOLITAN CONDOMINIUM,"3,285,000","1,733","1,896",Jun-25,ALEXANDRA VIEW,Resale,Strata,161,"20,404",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
THE NAUTICAL,"674,000",441.32,"1,527",Jun-25,JALAN SENDUDOK,Resale,Strata,41,"16,439",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
LAKEVILLE,"2,860,000","2,228.15","1,284",Jun-25,JURONG LAKE LINK,Resale,Strata,207,"13,816",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,16 to 20
NATHAN PLACE,"2,490,000","1,130.22","2,203",Jun-25,NATHAN ROAD,Resale,Strata,105,"23,714",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
AMBER PARK,"1,980,000",699.66,"2,830",Jun-25,AMBER GARDENS,Resale,Strata,65,"30,462",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
SIMS URBAN OASIS,"1,300,000",667.37,"1,948",Jun-25,SIMS DRIVE,Resale,Strata,62,"20,968",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
MARGARET VILLE,"2,170,000",968.76,"2,240",Jun-25,MARGARET DRIVE,Resale,Strata,90,"24,111",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
RIVERSAILS,"2,588,888","2,604.89",994,Jun-25,UPPER SERANGOON CRESCENT,Resale,Strata,242,"10,698",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
AFFINITY AT SERANGOON,"1,035,000",613.55,"1,687",Jun-25,SERANGOON NORTH AVENUE 1,Resale,Strata,57,"18,158",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
MELOSA,"800,000",538.2,"1,486",Jun-25,LORONG 28 GEYLANG,Resale,Strata,50,"16,000",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
LAKEVILLE,"2,188,888","1,140.98","1,918",Jun-25,JURONG LAKE LINK,Resale,Strata,106,"20,650",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
FOREST HILLS CONDOMINIUM,"1,350,000","1,162.51","1,161",Jun-25,TRANSIT ROAD,Resale,Strata,108,"12,500",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
THE QUARTZ,"1,720,000","1,119.46","1,536",Jun-25,COMPASSVALE BOW,Resale,Strata,104,"16,538",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
PARC ROSEWOOD,"650,000",430.56,"1,510",Jun-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
JARDIN,"2,233,888","1,097.93","2,035",Jun-25,DUNEARN ROAD,Resale,Strata,102,"21,901",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE AMBRA,"2,080,000","1,151.75","1,806",Jun-25,LORONG H TELOK KURAU,Resale,Strata,107,"19,439",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIVERGATE,"6,188,000","2,088.22","2,963",Jun-25,ROBERTSON QUAY,Resale,Strata,194,"31,897",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
SOLEIL @ SINARAN,"2,488,000","1,097.93","2,266",Jun-25,SINARAN DRIVE,Resale,Strata,102,"24,392",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,06 to 10
KIM SIA COURT,"2,328,888","1,065.64","2,185",Jun-25,JALAN JINTAN,Resale,Strata,99,"23,524",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE TRILINQ,"945,000",538.2,"1,756",Jun-25,JALAN LEMPENG,Resale,Strata,50,"18,900",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
RIVERFRONT RESIDENCES,"1,900,000","1,065.64","1,783",Jun-25,HOUGANG AVENUE 7,Resale,Strata,99,"19,192",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
SYCAMORE TREE,"800,000",419.8,"1,906",Jun-25,FOWLIE ROAD,Resale,Strata,39,"20,513",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
